Practice code,Practice name, Opt-out , List Size , Opt-out Rate 
P81029,ASH TREES SURGERY," 1,081 "," 25,148 ",4.30
P81031,POPLAR HOUSE SURGERY, 390 ," 6,874 ",5.67
P81032,REEDYFORD HLTH CARE GROUP, 516 ," 13,189 ",3.91
P81033,COPPULL MEDICAL PRACTICE, 365 ," 8,054 ",4.53
P81035,COLNE ROAD SURGERY, 200 ," 7,026 ",2.85
P81036,PEEL HOUSE MEDICAL PRACTICE, 634 ," 16,106 ",3.94
P81037,ANSDELL MEDICAL CENTRE, 642 ," 10,148 ",6.33
P81038,THE CHORLEY SURGERY, 379 ," 9,557 ",3.97
P81039,MANOR PRIMARY CARE, 240 ," 5,483 ",4.38
P81040,LONGTON HEALTH CENTRE, 618 ," 10,824 ",5.71
P81041,PARKGATE SURGERY, 825 ," 9,162 ",9.00
P81042,ADELAIDE STREET SURGERY, 436 ," 15,214 ",2.87
P81043,SOUTH KING STREET MEDICAL CENTRE, 201 ," 5,991 ",3.36
P81044,LIBRARY HOUSE SURGERY, 703 ," 17,053 ",4.12
P81045,THE ELMS PRACTICE, 591 ," 4,958 ",11.92
P81046,PARK VIEW SURGERY, 403 ," 6,119 ",6.59
P81047,PARKSIDE SURGERY, 610 ," 15,947 ",3.83
P81051,DARWEN HEALTHCARE, 525 ," 13,099 ",4.01
P81053,BRIERCLIFFE SURGERY, 327 ," 8,005 ",4.08
P81054,MARTON MEDICAL PRACTICE, 308 ," 9,482 ",3.25
P81055,BERRY LANE MEDICAL CENTRE, 472 ," 12,425 ",3.80
P81057,WORDEN MEDICAL CENTRE, 522 ," 12,848 ",4.06
P81058,ST GEORGES SURGERY, 697 ," 9,621 ",7.24
P81059,GREAT ECCLESTON HLTH CTR, 404 ," 7,776 ",5.20
P81061,REDLAM SURGERY, 403 ," 4,599 ",8.76
P81062,REGENT HOUSE SURGERY, 271 ," 7,693 ",3.52
P81063,ST PAULS MEDICAL CENTRE, 500 ," 11,795 ",4.24
P81065,THE PENDLE MEDICAL PARTNERSHIP, 503 ," 15,116 ",3.33
P81066,LAYTON MEDICAL CENTRE, 274 ," 7,854 ",3.49
P81067,THE HEALTHCARE CENTRE, 616 ," 13,500 ",4.56
P81069,PENDLESIDE MEDICAL PRACT, 494 ," 11,317 ",4.37
P81070,PENDLE VIEW MEDICAL CTRE, 306 ," 7,730 ",3.96
P81071,THE NEW HALL LANE PRACTICE, 180 ," 7,324 ",2.46
P81072,GLENROYD MEDICAL CENTRE, 723 ," 14,450 ",5.00
P81073,CLEVELEYS GROUP PRACTICE, 973 ," 12,713 ",7.65
P81074,HIGHFIELD SURGERY, 596 ," 13,582 ",4.39
P81076,SANDY LANE SURGERY, 439 ," 11,021 ",3.98
P81077,HOLLAND HOUSE SURGERY, 677 ," 11,073 ",6.11
P81078,BARNOLDSWICK MED CTR, 462 ," 11,865 ",3.89
P81079,THE THORNTON PRACTICE, 653 ," 12,811 ",5.10
P81081,ARNOLD MEDICAL CENTRE, 220 ," 5,253 ",4.19
P81082,THE RYAN MEDICAL CENTRE, 471 ," 10,096 ",4.67
P81083,ROSLEA SURGERY, 345 ," 8,619 ",4.00
P81084,HALL GREEN SURGERY, 406 ," 7,691 ",5.28
P81086,BROADWAY MEDICAL CENTRE, 289 ," 10,222 ",2.83
P81087,THE OVER-WYRE MED.CTR., 545 ," 11,422 ",4.77
P81088,WHITWORTH MEDICAL CENTRE, 342 ," 7,225 ",4.73
P81089,THE MOUNT VIEW PRACTICE, 473 ," 12,064 ",3.92
P81092,THE CRESCENT SURGERY, 381 ," 8,040 ",4.74
P81095,THURSBY SURGERY, 351 ," 8,668 ",4.05
P81096,PARBOLD SURGERY," 1,056 "," 7,043 ",14.99
P81099,DR THM MACKENZIE & PARTNERS, 469 ," 10,758 ",4.36
P81100,THE CASTLE MEDICAL GROUP, 710 ," 14,908 ",4.76
P81103,NORTH PRESTON MEDICAL PRACTICE, 457 ," 10,939 ",4.18
P81107,STONEBRIDGE SURGERY, 254 ," 7,774 ",3.27
P81112,BEACON PRIMARY CARE," 1,004 "," 16,920 ",5.93
P81113,PARK VIEW SURGERY, 260 ," 6,225 ",4.18
P81115,BLOOMFIELD MEDICAL CENTRE, 665 ," 15,741 ",4.22
P81117,CENTRAL PARK SURGERY, 171 ," 4,575 ",3.74
P81118,ILEX VIEW MEDICAL PRACTICE, 421 ," 8,936 ",4.71
P81119,LANE ENDS SURGERY, 340 ," 8,970 ",3.79
P81123,PWE PENDLE VALLEY MILL, 476 ," 13,541 ",3.52
P81125,OAKENHURST MEDICAL PRACTICE, 524 ," 10,073 ",5.20
P81127,THE SURGERY CHORLEY, 152 ," 4,232 ",3.59
P81128,KIRKHAM HEALTH CENTRE, 428 ," 9,568 ",4.47
P81129,ASH TREE HOUSE SURGERY, 486 ," 11,306 ",4.30
P81130,PADIHAM GROUP PRACTICE, 510 ," 13,166 ",3.87
P81132,WATERFOOT MEDICAL PRACTICE, 313 ," 8,979 ",3.49
P81133,THE VILLAGE PRACTICE, 462 ," 8,613 ",5.36
P81136,DR A BISARYA, 177 ," 2,730 ",6.48
P81137,BURNLEY WOOD MEDICAL CENTRE, 289 ," 6,385 ",4.53
P81138,BURSCOUGH FAMILY PRACTICE, 339 ," 2,604 ",13.02
P81140,DARWEN HEALTHLINK, 756 ," 15,865 ",4.77
P81143,WHITTLE SURGERY, 554 ," 10,831 ",5.11
P81147,BLACKBURN RD MEDICAL CENTRE, 133 ," 4,262 ",3.12
P81149,LOCKWOOD GP SURGERY, 420 ," 8,238 ",5.10
P81150,PARCLIFFE MEDICAL CENTRE, 548 ," 11,823 ",4.64
P81154,GRANVILLE HOUSE MED CTRE, 611 ," 8,272 ",7.39
P81155,BROWNHILL SURGERY, 302 ," 5,314 ",5.68
P81157,FERNBANK SURGERY, 519 ," 10,954 ",4.74
P81159,STONYHILL MEDICAL PRACTICE, 442 ," 12,668 ",3.49
P81160,OSWALD MEDICAL CENTRE, 487 ," 15,174 ",3.21
P81165,IGHTENHILL MEDICAL CENTRE, 72 ," 2,406 ",2.99
P81166,DR BELLO'S SURGERY, 114 ," 2,631 ",4.33
P81167,STEPPING STONE PRACTICE, 295 ," 5,659 ",5.21
P81169,FISHERGATE HILL SURGERY, 434 ," 6,437 ",6.74
P81170,NELSON MEDICAL PRACTICE, 223 ," 9,502 ",2.35
P81171,THE EUXTON MEDICAL CENTRE, 241 ," 4,457 ",5.41
P81172,NEWTON DRIVE HEALTH CENTRE, 493 ," 11,532 ",4.28
P81179,LOSTOCK HALL MEDICAL CTR., 293 ," 5,295 ",5.53
P81180,CLAYTON BROOK SURGERY, 85 ," 3,538 ",2.40
P81181,KINGSFOLD MEDICAL CENTRE, 257 ," 4,707 ",5.46
P81182,RICHMOND MEDICAL CENTRE, 302 ," 6,478 ",4.66
P81184,RIBBLETON MEDICAL CENTRE, 247 ," 8,480 ",2.91
P81185,RIVERSIDE MEDICAL CENTRE, 465 ," 10,959 ",4.24
P81186,MOSS SIDE MEDICAL CENTRE, 200 ," 4,537 ",4.41
P81191,QUEENSWAY MEDICAL CENTRE, 406 ," 9,255 ",4.39
P81196,ISSA MEDICAL CENTRE - PATEL," 1,641 "," 32,415 ",5.06
P81197,ROSEGROVE SURGERY, 200 ," 4,849 ",4.12
P81201,ASHURST PRIMARY CARE, 358 ," 5,660 ",6.33
P81208,EXCEL PRIMARY CARE, 961 ," 18,179 ",5.29
P81212,HAZELVALLEY FAMILY PRACTICE, 210 ," 5,263 ",3.99
P81213,ST. MARY'S HEALTH CENTRE," 1,834 "," 19,005 ",9.65
P81214,LIMEFIELD SURGERY, 240 ," 4,207 ",5.70
P81218,THE CLAYTON MEDICAL CTR., 216 ," 6,535 ",3.31
P81620,SLAIDBURN HEALTH CENTRE, 51 ," 1,289 ",3.96
P81622,SHIFA SURGERY, 784 ," 10,847 ",7.23
P81633,SPRING-FENISCO HEALTHLINK, 144 ," 3,306 ",4.36
P81646,LATHOM HOUSE SURGERY, 321 ," 4,308 ",7.45
P81647,GUTTERIDGE MEDICAL CENTRE, 220 ," 3,861 ",5.70
P81655,THE VILLAGE SURGERIES CROSTON&ECCLESTON, 613 ," 9,824 ",6.24
P81664,THE PARK MEDICAL PRACTICE, 669 ," 17,690 ",3.78
P81668,FLEETWOOD SURGERY, 414 ," 6,329 ",6.54
P81674,STANLEY COURT SURGERY, 623 ," 5,738 ",10.86
P81681,NORTH SHORE SURGERY," 11,269 "," 13,862 ",81.29
P81683,OLIVE MEDICAL CENTRE, 645 ," 7,586 ",8.50
P81685,DR ALI GUTTRIDGE MEDICAL CENTRE, 151 ," 2,992 ",5.05
P81686,ROSSENDALE VALLEY MEDICAL PRACTICE, 81 ," 2,540 ",3.19
P81687,NEW LONGTON SURGERY, 176 ," 1,930 ",9.12
P81692,BEECHES MEDICAL CENTRE, 105 ," 2,059 ",5.10
P81694,FAMILY PRACTICE, 163 ," 5,250 ",3.10
P81695,AUGHTON SURGERY, 435 ," 6,056 ",7.18
P81699,HIGHER HEYS SURGERY, 82 ," 2,209 ",3.71
P81701,DR DAWOUD'S SURGERY, 123 ," 2,971 ",4.14
P81704,BLAKEWATER HEALTHCARE, 715 ," 11,341 ",6.30
P81707,WILLIAM HOPWOOD STREET SURGERY, 276 ," 5,451 ",5.06
P81709,ROMAN ROAD HEALTH CENTRE," 1,352 "," 4,979 ",27.15
P81710,TARLETON GROUP PRACTICE, 627 ," 9,809 ",6.39
P81711,DILL HALL SURGERY, 80 ," 2,728 ",2.93
P81714,ABBEY DALE MEDICAL CENTRE, 194 ," 5,945 ",3.26
P81721,HOLLINS GROVE SURGERY, 200 ," 2,592 ",7.72
P81724,PRINGLE STREET SURGERY, 126 ," 2,426 ",5.19
P81726,KING STREET MEDICAL CTR, 54 ," 1,914 ",2.82
P81730,GREAT HARWOOD MEDICAL GROUP, 353 ," 8,260 ",4.27
P81731,DR JEHANGIR (SH), 60 ," 2,744 ",2.19
P81732,HARAMBEE SURGERY, 151 ," 4,342 ",3.48
P81734,THE CORNERSTONE PRACTICE, 809 ," 19,247 ",4.20
P81735,DR A HUSSAIN, 226 ," 3,463 ",6.53
P81736,WHITEFIELD HEALTHCARE, 134 ," 4,036 ",3.32
P81737,THE OLD LINKS SURGERY, 471 ," 1,854 ",25.40
P81738,GREAT HARWOOD SURGERY, 41 ," 1,073 ",3.82
P81740,ADLINGTON MEDICAL CENTRE, 413 ," 10,190 ",4.05
P81741,STATION SURGERY, 112 ," 2,738 ",4.09
P81742,BEECHWOOD SURGERY, 122 ," 2,341 ",5.21
P81748,BRIARWOOD MEDICAL CENTRE, 287 ," 6,509 ",4.41
P81755,THE WEAVERS PRACTICE, 331 ," 8,735 ",3.79
P81757,BARROWFORD SURGERY, 95 ," 3,452 ",2.75
P81770,AVENHAM SURGERY, 314 ," 6,660 ",4.71
P81771,PRIMROSE BANK MEDICAL CENTRE, 643 ," 9,608 ",6.69
P81780,RIVERSIDE FAMILY PRACTICE, 174 ," 5,264 ",3.31
P82001,THE DUNSTAN PARTNERSHIP, 739 ," 10,400 ",7.11
P82002,PIKES LANE 1, 387 ," 7,595 ",5.10
P82003,KILDONAN HOUSE, 968 ," 15,623 ",6.20
P82004,SWAN LANE MEDICAL CENTRE, 770 ," 9,288 ",8.29
P82005,STABLE FOLD SURGERY, 324 ," 6,974 ",4.65
P82006,DR MALHOTRA & PARTNERS, 765 ," 8,164 ",9.37
P82007,KEARSLEY MEDICAL CENTRE, 410 ," 13,510 ",3.03
P82008,STONEHILL MEDICAL CENTRE, 421 ," 13,943 ",3.02
P82009,ST HELENS ROAD PRACTICE, 310 ," 6,733 ",4.60
P82010,DALEFIELD SURGERY, 457 ," 7,808 ",5.85
P82011,TONGE FOLD HEALTH CENTRE, 582 ," 6,585 ",8.84
P82012,DR EARNSHAW AND PARTNERS, 374 ," 6,126 ",6.11
P82013,LEVER CHAMBERS 2, 145 ," 3,769 ",3.85
P82014,SPRING HOUSE SURGERY, 338 ," 6,612 ",5.11
P82015,UNSWORTH GROUP PRACTICE, 858 ," 20,461 ",4.19
P82016,HARWOOD MEDICAL CENTRE," 1,779 "," 11,724 ",15.17
P82018,THE ALASTAIR ROSS MEDICAL PRACTICE, 264 ," 7,075 ",3.73
P82020,LITTLE LEVER HEALTH CENTRE 1, 132 ," 4,391 ",3.01
P82021,THE OAKS FAMILY PRACTICE, 495 ," 7,314 ",6.77
P82022,HALLIWELL SURGERY 1, 279 ," 4,643 ",6.01
P82023,MANDALAY MEDICAL CENTRE, 562 ," 9,194 ",6.11
P82025,BURNSIDE SURGERY, 277 ," 4,791 ",5.78
P82029,HALLIWELL SURGERY 2, 138 ," 3,559 ",3.88
P82030,DEANE MEDICAL CENTRE, 152 ," 3,824 ",3.97
P82031,HEATON MEDICAL CENTRE," 1,306 "," 10,900 ",11.98
P82033,BRADFORD STREET SURGERY, 60 ," 2,102 ",2.85
P82034,EDGWORTH MEDICAL CENTRE, 362 ," 3,367 ",10.75
P82036,LITTLE LEVER HEALTH CENTRE 2, 107 ," 2,896 ",3.69
P82037,FIG TREE MEDICAL PRACTICE, 190 ," 4,783 ",3.97
P82607,CROMPTON VIEW SURGERY, 331 ," 5,580 ",5.93
P82609,SHANTI MEDICAL CENTRE, 363 ," 6,099 ",5.95
P82613,SPRING VIEW MEDICAL CENTRE, 195 ," 5,181 ",3.76
P82616,BEEHIVE SURGERY, 107 ," 4,050 ",2.64
P82624,ORIENT HOUSE MEDICAL CENTRE, 145 ," 3,415 ",4.25
P82625,CHARLOTTE STREET SURGERY, 358 ," 2,274 ",15.74
P82626,HALLIWELL SURGERY 3, 241 ," 4,809 ",5.01
P82627,CORNERSTONE SURGERY, 157 ," 3,880 ",4.05
P82629,DR M DAKSHINA-MURTHI, 104 ," 2,072 ",5.02
P82633,GREAT LEVER ONE, 272 ," 2,473 ",11.00
P82634,WYRESDALE ROAD SURGERY, 861 ," 4,283 ",20.10
P82640,AL FAL MEDICAL GROUP, 227 ," 4,593 ",4.94
P82643,EGERTON/DUNSCAR HEALTH CENTRE, 356 ," 6,981 ",5.10
P82652,FARNWORTH FAMILY PRACTICE, 95 ," 3,763 ",2.52
P82660,DEANE CLINIC 1, 388 ," 3,530 ",10.99
P83001,FAIRFAX GROUP PRACTICE, 694 ," 12,911 ",5.38
P83004,THE UPLANDS MEDICAL PRACTICE, 312 ," 7,939 ",3.93
P83005,TOWNSIDE SURGERY, 203 ," 4,785 ",4.24
P83006,RAMSBOTTOM MEDICAL PRACTICE, 327 ," 8,443 ",3.87
P83007,RADCLIFFE MEDICAL PRACTICE, 399 ," 9,795 ",4.07
P83009,BLACKFORD HOUSE MEDICAL CENTRE, 366 ," 7,783 ",4.70
P83010,MONARCH MEDICAL CENTRE, 114 ," 3,647 ",3.13
P83011,UNSWORTH MEDICAL CENTRE, 308 ," 7,303 ",4.22
P83012,TOWER FAMILY HEALTHCARE," 2,384 "," 49,851 ",4.78
P83015,RIBBLESDALE MEDICAL PRACTICE, 272 ," 7,221 ",3.77
P83017,WOODBANK SURGERY, 135 ," 5,002 ",2.70
P83021,PEEL GPS, 590 ," 10,361 ",5.69
P83024,KNOWSLEY MEDICAL CENTRE, 167 ," 4,262 ",3.92
P83025,ST GABRIEL'S MEDICAL CENTRE, 226 ," 8,663 ",2.61
P83027,GREYLAND MEDICAL CENTRE, 78 ," 2,023 ",3.86
P83603,RED BANK GROUP PRACTICE, 366 ," 9,907 ",3.69
P83605,WHITTAKER LANE MED CENTRE, 385 ," 7,791 ",4.94
P83608,THE ELMS MEDICAL CENTRE, 270 ," 5,880 ",4.59
P83609,THE BIRCHES MEDICAL CENTRE, 195 ," 3,866 ",5.04
P83611,WALMERSLEY ROAD MEDICAL PRACTICE, 102 ," 4,195 ",2.43
P83612,MILE LANE HEALTH CENTRE, 217 ," 4,993 ",4.35
P83620,GARDEN CITY MEDICAL CENTRE, 169 ," 4,404 ",3.84
P83621,HUNTLEY MOUNT MEDICAL CENTRE, 98 ," 3,236 ",3.03
P83623,LONGFIELD MEDICAL PRACTICE, 208 ," 5,179 ",4.02
P84004,FIVE OAKS FAMILIY PRACTICE, 598 ," 8,940 ",6.69
P84005,THE VALLANCE CENTRE, 429 ," 11,963 ",3.59
P84009,AILSA CRAIG MEDICAL CENTRE, 498 ," 11,473 ",4.34
P84010,THE BORCHARDT MEDICAL CENTRE, 636 ," 10,884 ",5.84
P84012,NORTHENDEN GROUP PRACTICE, 436 ," 9,907 ",4.40
P84014,RK MEDICAL PRACTICE, 130 ," 5,266 ",2.47
P84016,LEVENSHULME MEDICAL PRACTICE, 416 ," 8,440 ",4.93
P84017,LADYBARN GROUP PRACTICE, 653 ," 12,624 ",5.17
P84018,MAULDETH MEDICAL CENTRE, 228 ," 4,926 ",4.63
P84019,VALENTINE MEDICAL CENTRE, 394 ," 10,962 ",3.59
P84020,PEEL HALL MEDICAL CENTRE, 227 ," 9,339 ",2.43
P84021,THE MAPLES MEDICAL CENTRE, 246 ," 9,207 ",2.67
P84022,KINGSWAY MEDICAL PRACTICE, 303 ," 6,255 ",4.84
P84023,SURREY LODGE PRACTICE, 529 ," 9,136 ",5.79
P84024,BOWLAND MEDICAL PRACTICE, 242 ," 7,936 ",3.05
P84025,ST GEORGE'S MEDICAL CENTRE, 267 ," 7,392 ",3.61
P84026,DICKENSON ROAD MEDICAL CENTRE, 213 ," 8,288 ",2.57
P84027,WEST POINT MEDICAL CENTRE, 535 ," 7,597 ",7.04
P84028,GORTON MEDICAL CENTRE, 327 ," 9,047 ",3.61
P84029,BENCHILL MEDICAL PRACTICE, 297 ," 10,010 ",2.97
P84030,NEW COLLEGIATE MEDICAL CENTRE, 630 ," 13,711 ",4.59
P84032,DRS HANIF & BANNURU, 236 ," 6,111 ",3.86
P84033,BEACON MEDICAL CENTRE, 159 ," 4,321 ",3.68
P84034,BARLOW MEDICAL CENTRE," 1,202 "," 16,426 ",7.32
P84035,BODEY MEDICAL CENTRE," 1,083 "," 17,278 ",6.27
P84037,ARDWICK MEDICAL PRACTICE, 523 ," 6,907 ",7.57
P84038,ASHVILLE SURGERY," 1,060 "," 11,792 ",8.99
P84039,THE RANGE MEDICAL CENTRE, 763 ," 7,830 ",9.74
P84040,CONRAN MEDICAL CENTRE, 210 ," 7,165 ",2.93
P84041,CORNERSTONE FAMILY PRACTICE, 290 ," 7,729 ",3.75
P84042,FLORENCE HOUSE MEDICAL PRACTICE, 834 ," 11,268 ",7.40
P84043,CORNISHWAY GROUP PRACTICE, 255 ," 9,319 ",2.74
P84045,THE PARK MEDICAL CENTRE, 146 ," 5,183 ",2.82
P84046,CHEETHAM HILL PRIMARY CARE CENTRE, 300 ," 12,098 ",2.48
P84047,DROYLSDEN RD FAMILY PRACTICE, 225 ," 5,879 ",3.83
P84048,TREGENNA GROUP PRACTICE, 266 ," 6,749 ",3.94
P84049,THE AVENUE MEDICAL CENTRE, 398 ," 10,549 ",3.77
P84050,MOUNT ROAD SURGERY, 424 ," 8,117 ",5.22
P84051,EASTLANDS MEDICAL CENTRE, 212 ," 5,378 ",3.94
P84052,WEST GORTON MEDICAL PRACTICE, 282 ," 7,195 ",3.92
P84053,ASHCROFT SURGERY, 327 ," 8,134 ",4.02
P84054,WHITLEY ROAD MEDICAL CENTRE, 201 ," 6,761 ",2.97
P84056,PRINCESS ROAD SURGERY, 310 ," 5,013 ",6.18
P84059,LIME SQUARE MEDICAL CENTRE, 342 ," 7,137 ",4.79
P84061,BROOKLANDS MEDICAL PRACTICE, 267 ," 6,175 ",4.32
P84064,NEW ISLINGTON MEDICAL CENTRE, 508 ," 8,347 ",6.09
P84065,THE SINGH MEDICAL PRACTICE," 2,855 "," 4,037 ",70.72
P84066,DAVID MEDICAL CENTRE, 409 ," 7,432 ",5.50
P84067,HAZELDENE MEDICAL CENTRE, 798 ," 6,994 ",11.41
P84068,CHORLTON FAMILY PRACTICE," 1,834 "," 23,368 ",7.85
P84070,NEWTON HEATH MEDICAL CENTRE, 393 ," 7,750 ",5.07
P84071,WILBRAHAM SURGERY," 1,247 "," 4,905 ",25.42
P84072,THE ROBERT DARBISHIRE PRACTICE, 842 ," 26,131 ",3.22
P84074,WELLFIELD MEDICAL CENTRE, 223 ," 10,875 ",2.05
P84605,FERNCLOUGH SURGERY, 34 ," 1,889 ",1.80
P84611,"DR CHIU, KOH AND GAN", 377 ," 7,893 ",4.78
P84626,WILMSLOW ROAD SURGERY, 235 ," 5,596 ",4.20
P84630,THE ARCH MEDICAL PRACTICE," 4,876 "," 19,442 ",25.08
P84635,THE WHITSWOOD PRACTICE, 331 ," 4,585 ",7.22
P84637,DR KHAN'S PRACTICE, 106 ," 2,731 ",3.88
P84639,FALLOWFIELD MEDICAL CENTRE, 175 ," 4,107 ",4.26
P84640,QUEENS MEDICAL CENTRE, 145 ," 5,426 ",2.67
P84644,PARKSIDE SURGERY, 156 ," 6,416 ",2.43
P84645,PARK VIEW MEDICAL CENTRE, 317 ," 6,381 ",4.97
P84650,THE ALEXANDRA PRACTICE, 664 ," 6,552 ",10.13
P84651,NORTHERN MOOR MEDICAL PRACTICE, 229 ," 4,935 ",4.64
P84663,THE NEVILLE FAMILY CENTRE, 343 ," 5,045 ",6.80
P84665,AL-SHIFA MEDICAL CENTRE, 128 ," 3,028 ",4.23
P84669,CORNBROOK MEDICAL PRACTICE," 1,340 "," 14,839 ",9.03
P84672,WOODLANDS MEDICAL PRACTICE, 135 ," 3,393 ",3.98
P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE, 960 ," 13,402 ",7.16
P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER," 1,016 "," 15,424 ",6.59
P84679,WILLOWBANK SURGERY, 50 ," 1,873 ",2.67
P84683,THE DOC'S SURGERY, 630 ," 10,303 ",6.11
P84684,JOLLY MEDICAL CENTRE, 182 ," 5,148 ",3.54
P84689,LONGSIGHT MEDICAL PRACTICE, 412 ," 14,200 ",2.90
P84690,DAM HEAD MEDICAL CENTRE, 140 ," 2,787 ",5.02
P85002,ST MARY'S MEDICAL CENTRE, 329 ," 5,900 ",5.58
P85003,THE CHOWDHURY PRACTICE, 224 ," 6,493 ",3.45
P85004,CHADDERTON MEDICAL PRACTICE, 280 ," 5,249 ",5.33
P85005,LEESBROOK SURGERY, 591 ," 9,443 ",6.26
P85007,OLDHAM FAMILY PRACTICE, 249 ," 3,534 ",7.05
P85008,FAILSWORTH GROUP PRACTICE," 3,313 "," 3,936 ",84.17
P85010,WOODLANDS MEDICAL PRACTICE, 987 ," 13,105 ",7.53
P85011,CH MEDICAL PRACTICE, 889 ," 9,998 ",8.89
P85012,OLDHAM MEDICAL SERVICES, 210 ," 5,422 ",3.87
P85013,THE ROYTON & CROMPTON FAMILY PRACTICE," 1,215 "," 22,147 ",5.49
P85014,HOPWOOD HOUSE MEDICAL PRACTICE, 270 ," 5,616 ",4.81
P85015,ALEXANDRA GROUP MED PRACT, 359 ," 7,658 ",4.69
P85016,SADDLEWORTH MEDICAL PRACTICE, 972 ," 13,965 ",6.96
P85017,OAK GABLES MEDICAL PRACTICE," 1,061 "," 9,210 ",11.52
P85018,MD FAMILY PRACTICE, 249 ," 4,444 ",5.60
P85019,ROYTON MEDICAL CENTRE, 524 ," 5,752 ",9.11
P85020,SPRINGFIELD HOUSE, 478 ," 7,650 ",6.25
P85021,GREENBANK MEDICAL PRACTICE, 503 ," 10,728 ",4.69
P85022,LEES MEDICAL PRACTICE, 348 ," 4,610 ",7.55
P85026,QUAYSIDE MEDICAL PRACTICE," 6,512 "," 13,397 ",48.61
P85028,BLOCK LANE SURGERY, 306 ," 5,590 ",5.47
P85601,JALAL PRACTICE, 257 ," 3,113 ",8.26
P85602,SARAF MEDICAL PRACTICE, 166 ," 2,740 ",6.06
P85605,LITTLETOWN FAMILY MED PRACT," 2,983 "," 5,005 ",59.60
P85606,MOORSIDE MEDICAL PRACTICE, 182 ," 3,758 ",4.84
P85608,PERKINS PRACTICE, 175 ," 2,732 ",6.41
P85610,MEDLOCK MEDICAL PRACTICE," 1,601 "," 5,620 ",28.49
P85612,WERNETH MEDICAL PRACTICE, 155 ," 3,212 ",4.83
P85614,VILLAGE MEDICAL PRACTICE, 191 ," 3,373 ",5.66
P85615,KAPUR FAMILY CARE," 1,668 "," 11,356 ",14.69
P85620,ST CHADS MEDICAL PRACTICE, 74 , 899 ,8.23
P85621,SUNVALLEY MEDICAL PRACTICE, 169 ," 5,256 ",3.22
P85622,JARVIS MEDICAL PRACTICE, 130 ," 5,493 ",2.37
P86001,MILNROW VILLAGE PRACTICE, 359 ," 6,978 ",5.14
P86002,DR GWD BHIMA, 51 ," 1,615 ",3.16
P86003,EDENFIELD ROAD SURGERY, 325 ," 11,865 ",2.74
P86004,PETERLOO MEDICAL CENTRE, 496 ," 9,371 ",5.29
P86005,YORKSHIRE ST SURGERY, 270 ," 6,387 ",4.23
P86006,ASHWORTH STREET SURGERY, 755 ," 14,865 ",5.08
P86007,WELLFIELD HEALTH CENTRE, 407 ," 13,017 ",3.13
P86008,MARK STREET SURGERY, 360 ," 9,621 ",3.74
P86009,CASTLETON HEALTH CENTRE, 425 ," 9,759 ",4.35
P86010,THE JUNCTION SURGERY, 371 ," 8,561 ",4.33
P86011,LONGFORD STREET MEDICAL CENTRE, 213 ," 8,897 ",2.39
P86012,WOODSIDE MEDICAL CENTRE, 312 ," 8,771 ",3.56
P86013,HEALEY SURGERY, 316 ," 6,776 ",4.66
P86014,CROFT SHIFA HEALTH CENTRE, 327 ," 8,664 ",3.77
P86015,ROCHDALE ROAD MEDICAL CENTRE, 174 ," 4,420 ",3.94
P86016,HEYWOOD HEALTH, 270 ," 9,020 ",2.99
P86017,INSPIRE MEDICAL CENTRE, 156 ," 4,443 ",3.51
P86018,LITTLEBOROUGH GROUP PRACTICE, 406 ," 8,776 ",4.63
P86019,DURNFORD MEDICAL CENTRE, 334 ," 9,245 ",3.61
P86021,PENNINE SURGERY, 334 ," 3,415 ",9.78
P86022,STONEFIELD STREET SURGERY, 357 ," 9,068 ",3.94
P86023,HOPWOOD MEDICAL CENTRE, 332 ," 8,184 ",4.06
P86026,THE DAWES FAMILY PRACTICE, 376 ," 7,668 ",4.90
P86602,HEADY HILL SURGERY, 138 ," 3,432 ",4.02
P86606,FAMILY PRACTICE," 3,013 "," 5,009 ",60.15
P86608,THE VILLAGE MEDICAL CTR., 155 ," 4,318 ",3.59
P86609,THE DALE MEDICAL PRACTICE, 76 ," 2,343 ",3.24
P86614,DR A HAMID, 130 ," 4,900 ",2.65
P86619,DR MB GHAFOOR & PARTNERS, 215 ," 6,617 ",3.25
P86620,WINDERMERE SURGERY, 94 ," 2,526 ",3.72
P86624,TRINITY MEDICAL CENTRE, 187 ," 4,082 ",4.58
P87002,THE POPLARS MEDICAL PRACTICE, 450 ," 11,666 ",3.86
P87004,1/SALFORD MEDICAL PRACTICE, 673 ," 7,874 ",8.55
P87008,WALKDEN MEDICAL CENTRE, 741 ," 8,581 ",8.64
P87015,PENDLETON MEDICAL CENTRE, 90 ," 3,946 ",2.28
P87016,THE SIDES MEDICAL PRACTICE, 777 ," 13,207 ",5.88
P87017,THE LIMES MEDICAL PRACTICE, 468 ," 5,215 ",8.97
P87019,SILVERDALE MEDICAL PRACTICE, 381 ," 12,662 ",3.01
P87020,ST ANDREWS MEDICAL CENTRE, 610 ," 15,749 ",3.87
P87022,MOCHA PARADE MEDICAL PRACTICE, 54 ," 2,029 ",2.66
P87024,3/SPRINGFIELD HOUSE MEDICAL PRACTICE, 337 ," 10,503 ",3.21
P87025,THE LAKES MEDICAL PRACTICE, 413 ," 9,745 ",4.24
P87026,NEWBURY GREEN MEDICAL PRACTICE, 328 ," 11,866 ",2.76
